#Organism/Name	taxid	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Digitaria exilis	1010633	PRJEB36539	626237	Plants	Land Plants	716.471	45.5296	GCA_902806635.1	chromosome UA:LR761623.1; chromosome 1A:LR761605.1; chromosome 1B:LR761606.1; chromosome 2A:LR761607.1; chromosome 2B:LR761608.1; chromosome 3A:LR761609.1; chromosome 3B:LR761610.1; chromosome 4A:LR761611.1; chromosome 4B:LR761612.1; chromosome 5A:LR761613.1; chromosome 5B:LR761614.1; chromosome 6A:LR761615.1; chromosome 6B:LR761616.1; chromosome 7A:LR761617.1; chromosome 7B:LR761618.1; chromosome 8A:LR761619.1; chromosome 8B:LR761620.1; chromosome 9A:LR761621.1; chromosome 9B:LR761622.1	-	19	-	-	2020/04/16	2020/04/16	Chromosome	KAUST Centre of Desert Agriculture	SAMEA6542037
Phaffia rhodozyma	264483	PRJEB6925	283368	Fungi	Basidiomycetes	19.5195	47.3	GCA_001007165.2	-	-	266	-	6380	2015/05/09	2015/05/09	Contig	LOEWE Excellence Cluster for Integrative Fungal Research (IPF), Biodiversity and Climate Research Center, Senckenberg Gesellschaft f.r Naturforschung, and Goethe University Frankfurt am Main	SAMEA2690405
Aspergillus flavus	5059	PRJNA639008	639008	Fungi	Ascomycetes	38.2	47.3	GCA_024674685.1	-	JANAYH01	501	-	-	2022/08/15	2022/08/15	Scaffold	University of Wisconsin Madison	SAMN15220939
Vigna mungo	3915	PRJNA668459	668459	Plants	Land Plants	454.426	33.5286	GCA_023940565.1	chromosome 1:CM043886.1; chromosome 2:CM043887.1; chromosome 3:CM043888.1; chromosome 4:CM043889.1; chromosome 5:CM043890.1; chromosome 6:CM043891.1; chromosome 7:CM043892.1; chromosome 8:CM043893.1; chromosome 9:CM043894.1; chromosome 10:CM043895.1; chromosome 11:CM043896.1	JAMTDO01	519	-	-	2022/06/27	2022/06/29	Chromosome	University Of Delhi	SAMN16409654
Syzygium grande	1042139	PRJNA803434	803434	Plants	Land Plants	405.18	40.1	GCA_024733475.1	-	JAMXDD01	174	39903	39903	2022/08/22	2022/08/22	Scaffold	Nanyang Technological University	SAMN29207412
Fusarium graminearum	5518	PRJNA677929	677929	Fungi	Ascomycetes	36.0903	48.3	GCA_018345415.1	-	JADPNE01	48	-	-	2021/05/12	2021/05/12	Scaffold	University of Warmia and Mazury in Olsztyn	SAMN16774548
Zymoseptoria passerinii SP63	985148	PRJNA63049	63049	Fungi	Ascomycetes	28.7863	53.6	GCA_000223825.2	-	AFIY01	1517	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981330
Homo sapiens	9606	PRJEB28319	488786	Animals	Mammals	6225.29	39.2	GCA_913843515.1	-	CAKNVP01	45	-	-	2022/04/30	2022/05/01	Scaffold	UNIVERSITY OF LEEDS	SAMEA8948977
Rhizoctonia solani AG-1 IB	1108050	PRJEB7257	273942	Fungi	Basidiomycetes	46.9144	48.2	GCA_000832345.2	-	CDGK01	5674	12865	12616	2015/01/29	2015/01/29	Scaffold	Center for Biotechnology, Bielefeld University	SAMEA2810501
Dactylopsila trivirgata	38616	PRJEB39788	690434	Animals	Mammals	1.08288	46.7	GCA_904814225.1	-	CAJGTX01	1777	-	-	2021/01/25	2021/02/21	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321350
Fusarium decemcellulare	57161	PRJNA858405	858405	Fungi	Ascomycetes	50.5415	50.1	GCA_027627305.1	-	JANRMS01	6066	17201	17201	2023/01/10	2023/01/10	Scaffold	TU Dresden - IHI Zittau	SAMN29714644
Papaver armeniacum	357465	PRJNA770669	770669	Plants	Land Plants	2980.24	38.4	GCA_023531295.1	-	JAJJWW01	19539	53981	53981	2022/05/23	2022/05/23	Scaffold	University of York	SAMN22242534
Symbiodinium microadriaticum	2951	PRJNA292355	292355	Protists	Other Protists	808.227	46.6	GCA_001939145.1	-	LSRX01	9688	48464	43403	2017/01/06	2017/02/10	Scaffold	KAUST	SAMN03975613
Boeremia foveata	749552	PRJNA704467	704467	Fungi	Ascomycetes	34.4862	51.4	GCA_022560035.1	-	JAFISF01	2079	-	-	2022/03/14	2022/03/14	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	SAMN18042771
Barnettozyma californica	36038	PRJNA449644	449644	Fungi	Ascomycetes	11.6309	41.6	GCA_003123885.1	-	QBLJ01	168	-	-	2018/05/14	2018/05/14	Scaffold	University College Dublin	SAMN08915617
Psilocybe subaeruginosa	181776	PRJNA850837	850837	Fungi	Basidiomycetes	49.2463	46.2	GCA_027604815.1	-	JANCIN01	6106	-	-	2023/01/09	2023/01/09	Contig	University of Queensland	SAMN29203820
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6919	38.1443	GCA_003273925.1	chromosome I:CM014455.1; chromosome II:CM014456.1; chromosome III:CM014457.1; chromosome IV:CM014458.1; chromosome V:CM014459.1; chromosome VI:CM014460.1; chromosome VII:CM014461.1; chromosome VIII:CM014462.1; chromosome IX:CM014463.1; chromosome X:CM014464.1; chromosome XI:CM014465.1; chromosome XII:CM014466.1; chromosome XIII:CM014467.1; chromosome XIV:CM014468.1; chromosome XV:CM014469.1; chromosome XVI:CM014470.1	NPSQ01	64	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436973
Isoodon obesulus nauticus	120741	PRJEB39788	690434	Animals	Mammals	1.73293	44.6	GCA_904811885.1	-	CAJGMO01	1973	-	-	2021/01/25	2021/01/25	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321124
Pyrrhopyge kelita	2585933	PRJNA606954	606954	Animals	Insects	259.801	36.5	GCA_018239605.1	-	DVQD01	580733	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN11893068
Tropheus sp. 'black'	1818577	PRJNA550295	550295	Animals	Other Animals	712.499	40.4	GCA_015052705.1	-	VOQH01	54208	-	-	2020/10/28	2020/10/28	Scaffold	"CICHLID~X"	SAMN12123868
Heliconius timareta ssp. JD-2011	1109113	PRJEB8011	288364	Animals	Insects	8.03231	32.3	GCA_001486345.1	-	FATU01	14321	-	-	2015/11/29	2015/11/29	Scaffold	University of Cambridge, UK	SAMEA1322941
Sebastes iracundus	214493	PRJEB42258	754564	Animals	Fishes	813.246	40.8	GCA_916701015.1	-	CAKANE01	62216	-	-	2021/10/07	2021/10/07	Scaffold	UNIVERSITY OF CALIFORNIA AT BERKELEY	SAMEA7962351
Glycine max	3847	PRJNA19861	19861	Plants	Land Plants	978.942	35.1221	GCA_000004515.5	chromosome 1:NC_016088.4/CM000834.4; chromosome 2:NC_016089.4/CM000835.4; chromosome 3:NC_016090.4/CM000836.4; chromosome 4:NC_016091.4/CM000837.4; chromosome 5:NC_038241.2/CM000838.3; chromosome 6:NC_038242.2/CM000839.4; chromosome 7:NC_038243.2/CM000840.4; chromosome 8:NC_038244.2/CM000841.4; chromosome 9:NC_038245.2/CM000842.4; chromosome 10:NC_038246.2/CM000843.4; chromosome 11:NC_038247.2/CM000844.4; chromosome 12:NC_038248.2/CM000845.3; chromosome 13:NC_038249.2/CM000846.3; chromosome 14:NC_038250.2/CM000847.3; chromosome 15:NC_038251.2/CM000848.3; chromosome 16:NC_038252.2/CM000849.3; chromosome 17:NC_038253.2/CM000850.4; chromosome 18:NC_038254.2/CM000851.4; chromosome 19:NC_038255.2/CM000852.4; chromosome 20:NC_038256.2/CM000853.4; mitochondrion MT:NC_020455.1/; chloroplast Pltd:NC_007942.1/	ACUP04	347	59046	74248	2010/01/05	2021/03/10	Chromosome	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002965
Puttea exsequens	2918520	PRJNA795879	795879	Fungi	Ascomycetes	25.964	49.7	GCA_022814085.1	-	JALDZN01	122	8513	8469	2022/04/04	2022/04/04	Scaffold	University of Graz	SAMN25961862
Puccinia triticina Race 106	1436007	PRJNA231548	231548	Fungi	Basidiomycetes	105.068	-	GCA_001706785.1	-	AZRP01	55512	-	-	2016/08/17	2016/08/17	Contig	National Research Centre on Plant Biotechnology	SAMN02444502
Heteronetta atricapilla	555264	PRJNA588796	588796	Animals	Birds	1151.88	42.164	GCA_011075105.1	chromosome 1:CM021731.1; chromosome 2:CM021732.1; chromosome 3:CM021733.1; chromosome 4:CM021734.1; chromosome 5:CM021735.1; chromosome 6:CM021736.1; chromosome 7:CM021737.1; chromosome 8:CM021738.1; chromosome 9:CM021739.1; chromosome 10:CM021740.1; chromosome 11:CM021741.1; chromosome 12:CM021742.1; chromosome 13:CM021743.1; chromosome 14:CM021744.1; chromosome 15:CM021745.1; chromosome 16:CM021746.1; chromosome 17:CM021747.1; chromosome 18:CM021748.1; chromosome 19:CM021749.1; chromosome 20:CM021750.1; chromosome 21:CM021751.1; chromosome 22:CM021752.1; chromosome 23:CM021753.1; chromosome 24:CM021754.1; chromosome 25:CM021755.1; chromosome 26:CM021756.1; chromosome 27:CM021757.1; chromosome 28:CM021758.1; chromosome 30:CM021759.1; chromosome 31:CM021760.1; chromosome 32:CM021761.1; chromosome 33:CM021762.1; chromosome W:CM021764.1; chromosome Z:CM021763.1; mitochondrion MT:CM021836.1	JAACYQ01	8676	-	-	2020/02/24	2020/03/10	Chromosome	Brood Parasitic Bird Genomes Consortium	SAMN13257443
Saccharomyces cerevisiae	4932	PRJEB8455	308667	Fungi	Ascomycetes	11.6042	38.4	GCA_900177845.1	-	FXDP01	2975	-	-	2017/04/25	2017/04/25	Scaffold	INRA	SAMEA3249799
Crepidotus sp. BD-2015	1617101	PRJEB8570	287237	Fungi	Basidiomycetes	70.2573	53.8	GCA_001179765.1	-	CVRE01	182032	-	-	2015/06/17	2015/06/17	Scaffold	Royal Botanic Gardens, Kew	SAMEA3267772
Aspergillus fumigatus	746128	PRJNA697844	697844	Fungi	Ascomycetes	29.3971	49.4	GCA_020499775.1	-	JAIBSD01	1289	9840	9667	2021/10/14	2021/10/14	Contig	Leibniz-HKI	SAMN17674087
Arabidopsis thaliana	3702	PRJEB23122	549192	Plants	Land Plants	1.56864	37.1	GCA_900234065.1	-	OCXH01	151	-	-	2019/06/17	2019/06/17	Contig	MPI FOR DEVELOPMENTAL BIOLOGY	SAMEA104356384
Cystobasidiaceae sp. P9004	2939525	PRJNA833221	833221	Fungi	Basidiomycetes	21.6385	49.3	GCA_023628295.1	-	JAMAKY01	158	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27964140
Tilletia controversa	13291	PRJEB40624	799976	Fungi	Basidiomycetes	31.2496	56.3	GCA_905071705.1	-	CAJHJC01	8321	9794	9909	2022/02/17	2022/02/17	Scaffold	Julius Kuehn-Institut, German Federal Research Center for Cultivated Plant	SAMEA7371241
Lacanobia wlatinum	987426	PRJEB58276	912525	Animals	Insects	844.402	39.3	GCA_947579085.1	-	CANPUQ01	1756	-	-	2022/12/15	2022/12/16	Contig	WELLCOME SANGER INSTITUTE	SAMEA10979194
[Candida] auris	498019	PRJEB35633	604440	Fungi	Ascomycetes	12.2758	45.2	GCA_902703805.1	-	CACSAB01	295	-	-	2020/02/03	2020/02/03	Scaffold	KAUST	SAMEA6264608
Magnusiomyces capitatus CNRMA 12.647	1449804	PRJEB4367	221847	Fungi	Ascomycetes	17.7153	33.8	GCA_000817185.1	-	CBXB01	339	-	-	2014/12/04	2015/09/30	Scaffold	INSTITUT PASTEUR	SAMEA3158453
Aspergillus sp. Z5	1662659	PRJNA833221	833221	Fungi	Ascomycetes	33.9465	50	GCA_025766015.1	-	JAMFMM01	116	-	-	2022/10/20	2022/10/20	Scaffold	Dalian Medical University	SAMN27963252
Pyricularia oryzae	318829	PRJNA507314	507314	Fungi	Ascomycetes	42.7033	50.0762	GCA_004346965.1	chromosome 1:CP034204.1; chromosome 2:CP034205.1; chromosome 3:CP034206.1; chromosome 4:CP034207.1; chromosome 5:CP034208.1; chromosome 6:CP034209.1; chromosome 7:CP034210.1	-	7	13521	13521	2019/03/12	2019/04/11	Complete Genome	Academia Sinica	SAMN10491321
Idaea aversata	104447	PRJEB44946	730168	Animals	Insects	433.907	36	GCA_907269045.1	-	CAJSLZ01	315	-	-	2021/05/19	2021/05/19	Contig	WELLCOME SANGER INSTITUTE	SAMEA7519834
Fusarium oxysporum	5507	PRJNA575312	575312	Fungi	Ascomycetes	51.9019	47.6	GCA_009297515.1	-	WGOI01	4723	-	-	2019/10/25	2019/12/17	Contig	AGRIBIO, CENTRE FOR AGRIBIOSCIENC	SAMN12869104
Cercospora beticola	122368	PRJNA414268	414268	Fungi	Ascomycetes	36.55	51.2	GCA_003370525.1	-	PDUI01	510	-	-	2018/08/10	2018/08/10	Scaffold	University of Southern Queensland	SAMN07783847
Balaenoptera acutorostrata scammoni	310752	PRJNA72723	72723	Animals	Mammals	2431.69	41.4	GCA_000493695.1	mitochondrion MT:NC_005271.1/	ATDI01	10776	26830	37625	2013/10/31	2014/01/09	Scaffold	Korea Ocean Research & Development Institute	SAMN02192642
Rhodotorula mucilaginosa	5537	PRJNA723004	723004	Fungi	Basidiomycetes	20.1111	60.5	GCA_019190885.1	-	JAHARF01	196	-	-	2021/07/09	2021/07/09	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN18883777
Homo sapiens	9606	PRJNA626754	626754	Animals	Mammals	2841.57	40.4	GCA_015156235.1	-	JADEJF01	15002	-	-	2020/10/30	2020/10/30	Scaffold	Academia Sinica	SAMN14178815
Bos indicus	9915	PRJNA360096	360096	Animals	Mammals	2673.97	42.3689	GCA_000247795.2	chromosome 1:NC_032650.1/CM003021.1; chromosome 2:NC_032651.1/CM003022.1; chromosome 3:NC_032652.1/CM003023.1; chromosome 4:NC_032653.1/CM003024.1; chromosome 5:NC_032654.1/CM003025.1; chromosome 6:NC_032655.1/CM003026.1; chromosome 7:NC_032656.1/CM003027.1; chromosome 8:NC_032657.1/CM003028.1; chromosome 9:NC_032658.1/CM003029.1; chromosome 10:NC_032659.1/CM003030.1; chromosome 11:NC_032660.1/CM003031.1; chromosome 12:NC_032661.1/CM003032.1; chromosome 13:NC_032662.1/CM003033.1; chromosome 14:NC_032663.1/CM003034.1; chromosome 15:NC_032664.1/CM003035.1; chromosome 16:NC_032665.1/CM003036.1; chromosome 17:NC_032666.1/CM003037.1; chromosome 18:NC_032667.1/CM003038.1; chromosome 19:NC_032668.1/CM003039.1; chromosome 20:NC_032669.1/CM003040.1; chromosome 21:NC_032670.1/CM003041.1; chromosome 22:NC_032671.1/CM003042.1; chromosome 23:NC_032672.1/CM003043.1; chromosome 24:NC_032673.1/CM003044.1; chromosome 25:NC_032674.1/CM003045.1; chromosome 26:NC_032675.1/CM003046.1; chromosome 27:NC_032676.1/CM003047.1; chromosome 28:NC_032677.1/CM003048.1; chromosome 29:NC_032678.1/CM003049.1; chromosome X:NC_032679.1/CM003050.1; chromosome Y:NC_032680.1/CM003051.1; mitochondrion MT:NC_005971.1/	AGFL01	32	26229	35992	2012/02/16	2014/11/25	Chromosome	NCBI	SAMN02953802
Lagenaria siceraria	3668	PRJNA387611	387611	Plants	Land Plants	313.387	30.1	GCA_003268545.1	-	NHZF01	438	-	-	2018/06/27	2018/06/27	Scaffold	Cornell University	SAMN07159290
Torulaspora delbrueckii	4950	PRJEB46640	790550	Fungi	Ascomycetes	9.18579	41.9	GCA_931301725.1	-	CAKNTB01	50	-	-	2022/02/19	2022/02/26	Contig	Centre of Molecular and Environmental Biology, UM, Portugal	SAMEA8997526
Homo sapiens	9606	PRJNA626791	626791	Animals	Mammals	2840.9	40.5	GCA_015129495.1	-	JADEHV01	14345	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178797
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7793	38.132	GCA_003275715.1	chromosome I:CM012685.1; chromosome II:CM012686.1; chromosome III:CM012687.1; chromosome IV:CM012688.1; chromosome V:CM012689.1; chromosome VI:CM012690.1; chromosome VII:CM012691.1; chromosome VIII:CM012692.1; chromosome IX:CM012693.1; chromosome X:CM012694.1; chromosome XI:CM012695.1; chromosome XII:CM012696.1; chromosome XIII:CM012697.1; chromosome XIV:CM012698.1; chromosome XV:CM012699.1; chromosome XVI:CM012700.1	NPWV01	58	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436863
Aspergillus flavus	5059	PRJNA639008	639008	Fungi	Ascomycetes	38.029	47.3	GCA_024675085.1	-	JANAYJ01	584	-	-	2022/08/15	2022/08/15	Contig	University of Wisconsin Madison	SAMN15220937
Zymoseptoria tritici STIR04_A26b	983958	PRJNA414407	414407	Fungi	Ascomycetes	39.329	51.7356	GCA_002937415.1	chromosome 1:CM009521.1; chromosome 2:CM009522.1; chromosome 3:CM009523.1; chromosome 4:CM009524.1; chromosome 5:CM009525.1; chromosome 6:CM009526.1; chromosome 7:CM009527.1; chromosome 8:CM009528.1; chromosome 9:CM009529.1; chromosome 10:CM009530.1; chromosome 11:CM009531.1; chromosome 12:CM009532.1; chromosome 13:CM009533.1; chromosome 14:CM009534.1; chromosome 15:CM009535.1; chromosome 16:CM009536.1; chromosome 17:CM009537.1; chromosome 19:CM009538.1	PEBO01	22	-	-	2018/02/21	2018/02/23	Chromosome	Christian-Albrechts University of Kiel	SAMN02981321
Saccharomyces cerevisiae	4932	PRJNA412468	412468	Fungi	Ascomycetes	11.3921	38.1	GCA_019393935.1	-	PCDY01	286	-	-	2021/07/29	2021/07/29	Contig	The University of Hong Kong	SAMN07714754
Enteromyxum leei	188704	PRJNA284325	284325	Animals	Other Animals	68.1635	48.686	GCA_001455295.2	mitochondrion 1:LN868201.1; mitochondrion 2:LN868202.1; mitochondrion 3:LN868203.1; mitochondrion 4:LN868204.1; mitochondrion 5:LN868205.1; mitochondrion 6:LN868206.1; mitochondrion 7:LN868207.2; mitochondrion 8:LT714695.1	LDNA01	69053	5	13	2015/12/02	2015/12/02	Scaffold	Tel-Aviv University	SAMN03701405
Heloderma charlesbogerti	2940292	PRJNA834834	834834	Animals	Reptiles	2303.48	45	GCA_026122225.1	-	JANEZZ01	3543	-	-	2022/11/10	2022/11/10	Contig	Georgia Institute of Technology	SAMN28072568
Fusarium oxysporum f. sp. albedinis	72712	PRJNA677031	677031	Fungi	Ascomycetes	65.5591	47.7	GCA_023509805.1	-	JAKELM01	114	19713	19410	2022/05/19	2022/05/19	Contig	DOE Joint Genome Institute	SAMN16773494
Homo sapiens	9606	PRJNA626963	626963	Animals	Mammals	2851.29	40.4	GCA_015095855.1	-	JADEBG01	15240	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178711
Squalus suckleyi	7798	PRJNA560402	560402	Animals	Fishes	4756.69	46.5	GCA_026260435.1	-	JAOAMX01	111949	-	-	2022/11/21	2022/11/21	Scaffold	Canada's Genomic Enterprise	SAMN12591048
Fusarium burgessii	1041577	PRJNA416189	416189	Fungi	Ascomycetes	49.3289	47.5	GCA_002980515.1	-	PVQA01	3437	-	-	2018/03/07	2018/03/07	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN07943532
Homo sapiens	9606	PRJNA725859	725859	Animals	Mammals	3038.32	40.8	GCA_018469935.1	-	JAHAOR01	323	-	-	2021/05/24	2022/06/26	Scaffold	UCSC Genomics Institute	SAMN17861666
Entomyzon cyanotis	266349	PRJNA387313	387313	Animals	Birds	1031.7	41.2	GCA_020137895.1	-	NHZT01	3504	-	-	2021/09/24	2021/09/24	Scaffold	Harvard University	SAMN07150251
Cryptococcus neoformans var. grubii Gb118	1230060	PRJNA174543	174543	Fungi	Basidiomycetes	18.4523	47.9	GCA_002224005.1	-	AMLF01	68	6908	6908	2017/07/24	2017/07/24	Scaffold	Broad Institute	SAMN01162749
Claviceps purpurea	5111	PRJNA528707	528707	Fungi	Ascomycetes	30.5905	51.7	GCA_018360735.1	-	SRQX01	1259	8498	8378	2021/05/14	2021/05/14	Contig	None	SAMN11159859
Allium cepa	4679	PRJEB29505	707167	Plants	Land Plants	14937.4	33.6747	GCA_905187595.1	chromosome 1:LR994629.1; chromosome 2:LR994630.1; chromosome 3:LR994631.1; chromosome 4:LR994632.1; chromosome 5:LR994633.1; chromosome 6:LR994634.1; chromosome 7:LR994635.1; chromosome 8:LR994636.1	CAJJJL01	89854	-	-	2021/03/10	2021/03/10	Chromosome	WAGENINGEN UR	SAMEA7849169
Didymodactylos carnosus	1234261	PRJEB43239	705346	Animals	Other Animals	323.562	33.5	GCA_905249995.1	-	CAJNOK01	87048	46276	46276	2021/03/05	2021/03/05	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117359
Rhodotorula toruloides	5286	PRJEB9845	289477	Fungi	Basidiomycetes	20.8105	61.7	GCA_001255795.1	-	CWKI01	30	-	-	2015/07/14	2015/07/14	Contig	University of California, Berkeley, USA	SAMEA3481609
Camelus ferus	419612	PRJNA605179	605179	Animals	Mammals	2087.09	41.6638	GCA_009834535.1	chromosome 1:NC_045696.1/CM020768.1; chromosome 2:NC_045697.1/CM020769.1; chromosome 3:NC_045698.1/CM020770.1; chromosome 4:NC_045699.1/CM020771.1; chromosome 5:NC_045700.1/CM020772.1; chromosome 6:NC_045701.1/CM020773.1; chromosome 7:NC_045702.1/CM020774.1; chromosome 8:NC_045703.1/CM020775.1; chromosome 9:NC_045704.1/CM020776.1; chromosome 10:NC_045705.1/CM020777.1; chromosome 11:NC_045706.1/CM020778.1; chromosome 12:NC_045707.1/CM020779.1; chromosome 13:NC_045708.1/CM020780.1; chromosome 14:NC_045709.1/CM020781.1; chromosome 15:NC_045710.1/CM020782.1; chromosome 16:NC_045711.1/CM020783.1; chromosome 17:NC_045712.1/CM020784.1; chromosome 18:NC_045713.1/CM020785.1; chromosome 19:NC_045714.1/CM020786.1; chromosome 20:NC_045715.1/CM020787.1; chromosome 21:NC_045716.1/CM020788.1; chromosome 22:NC_045717.1/CM020789.1; chromosome 23:NC_045718.1/CM020790.1; chromosome 24:NC_045719.1/CM020791.1; chromosome 25:NC_045720.1/CM020792.1; chromosome 26:NC_045721.1/CM020793.1; chromosome 27:NC_045722.1/CM020794.1; chromosome 28:NC_045723.1/CM020795.1; chromosome 29:NC_045724.1/CM020796.1; chromosome 30:NC_045725.1/CM020797.1; chromosome 31:NC_045726.1/CM020798.1; chromosome 32:NC_045727.1/CM020799.1; chromosome 33:NC_045728.1/CM020800.1; chromosome 34:NC_045729.1/CM020801.1; chromosome 35:NC_045730.1/CM020802.1; chromosome 36:NC_045731.1/CM020803.1; chromosome X:NC_045732.1/CM020804.1; mitochondrion MT:NC_009629.2/	VSZR01	2043	33382	54519	2020/01/08	2020/02/10	Chromosome	NCBI	SAMN12102236
Colletotrichum higginsianum	80884	PRJNA352900	352900	Fungi	Ascomycetes	49.7865	54.6	GCA_004920355.1	-	MWPZ01	28	12924	12915	2019/04/29	2019/04/29	Contig	RIKEN	SAMN06008763
Plenodomus biglobosus/Leptosphaeria biglobosa 'brassicae' group	225338	PRJEB24467	448720	Fungi	Ascomycetes	34.9501	49.1	GCA_900465125.1	-	UBIP01	156	-	-	2018/06/18	2018/06/18	Contig	Genoscope	SAMEA104483100
Homo sapiens	9606	PRJNA611238	611238	Animals	Mammals	2879.84	40.4	GCA_015149175.1	-	JADDCZ01	14666	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN14253762
Phaeosphaeria sp. MPI-PUGE-AT-0046c	2821754	PRJNA459235	459235	Fungi	Ascomycetes	34.077	51	GCA_020747045.1	-	JAGTJN01	26	12888	12804	2021/11/05	2021/11/08	Contig	DOE Joint Genome Institute	SAMN10188275
Tropheus sp. 'murago' AB-2019	2591311	PRJNA550295	550295	Animals	Other Animals	681.802	40.3	GCA_015113295.1	-	VUXX01	60721	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12124101
Eucalyptus dawsonii	1711249	PRJNA509734	509734	Plants	Land Plants	707.061	39.2571	GCA_016097615.1	chromosome 1:CM027871.1; chromosome 2:CM027872.1; chromosome 3:CM027873.1; chromosome 4:CM027874.1; chromosome 5:CM027875.1; chromosome 6:CM027876.1; chromosome 7:CM027877.1; chromosome 8:CM027878.1; chromosome 9:CM027879.1; chromosome 10:CM027880.1; chromosome 11:CM027881.1; chloroplast Pltd:CM027883.1	JADPVV01	220	-	-	2020/12/16	2020/12/17	Chromosome	Australian National University	SAMN16414699
Sesamia nonagrioides	236805	PRJNA680928	680928	Animals	Insects	1021.27	39.0997	GCA_017933935.1	mitochondrion MT:CM030612.1	JADWQK01	2554	-	-	2021/04/13	2022/09/06	Scaffold	CNRS / Universite Paris Sacley	SAMN16926913
Clarireedia sp. CPB17	2730676	PRJNA288032	288032	Fungi	Ascomycetes	36.3963	46.6	GCA_002242865.1	-	LLKJ01	3875	-	-	2017/08/07	2020/04/27	Scaffold	Rutgers University	SAMN03792986
Isotricha sp. YL-2021b	2893168	PRJNA777442	777442	Protists	Other Protists	63.7644	20.4	GCA_023805745.1	-	JAJJKW01	4481	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862993
Ustilago maydis	5270	PRJDB3636	313804	Fungi	Basidiomycetes	19.6069	53.8	GCA_001599495.1	-	BCHA01	56	-	-	2016/03/01	2016/03/01	Scaffold	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	SAMD00028356
Apostichopus californicus	2032702	PRJNA720913	720913	Animals	Other Animals	786.375	38.7	GCA_020650975.1	mitochondrion MT:CM036232.1	JAIPMN01	308084	-	-	2021/10/27	2021/10/28	Scaffold	Walla Walla University	SAMN18683453
Pythium insidiosum	114742	PRJDB3817	283594	Protists	Other Protists	66.7135	57.2	GCA_001029375.2	-	BBXB02	840	-	-	2015/05/08	2022/10/18	Contig	King Mongkut's University of Technology Thonburi	SAMD00028776
Embidobia sp. ZL-2020	2729028	PRJNA550131	550131	Animals	Other Animals	300.667	31.4	GCA_022817465.1	-	JABFPI01	185139	-	-	2022/04/05	2022/04/05	Scaffold	The Ohio State University	SAMN14615509
Candida albicans P37005	1094985	PRJNA75217	75217	Fungi	Ascomycetes	14.4736	33.8	GCA_000773745.1	-	AJIU01	45	6401	6271	2014/11/05	2014/11/17	Scaffold	Broad Institute	SAMN01048006
